n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
13483,0.12,1.09,GISS-E2-H-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,MAM,2085,
13484,-0.08,1.17,GISS-E2-H-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,SON,2085,
13485,-0.06,1.33,GISS-E2-H-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,ANN,2085,
13486,-0.17,1.31,GISS-E2-H-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,DJF,2085,
13487,-0.06,1.41,GISS-E2-H-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,JJA,2085,
13488,-0.04,1.32,GISS-E2-H-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,MAM,2085,
13489,0.03,1.28,GISS-E2-H-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,SON,2085,
13490,0.12,1.26,GISS-E2-H-CC,CMIP5,RCP45,Southeastern South America,SSA,land,ANN,2085,
13491,0.18,1.24,GISS-E2-H-CC,CMIP5,RCP45,Southeastern South America,SSA,land,DJF,2085,
13492,0.12,1.31,GISS-E2-H-CC,CMIP5,RCP45,Southeastern South America,SSA,land,JJA,2085,
13493,0.02,1.3,GISS-E2-H-CC,CMIP5,RCP45,Southeastern South America,SSA,land,MAM,2085,
13494,0.17,1.21,GISS-E2-H-CC,CMIP5,RCP45,Southeastern South America,SSA,land,SON,2085,
13495,0.19,2.64,GISS-E2-H-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,ANN,2085,
13496,0.17,2.8,GISS-E2-H-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,DJF,2085,
13497,0.21,2.31,GISS-E2-H-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,JJA,2085,
13498,0.17,2.65,GISS-E2-H-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,MAM,2085,
13499,0.22,2.79,GISS-E2-H-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,SON,2085,
13500,0.04,1.8,GISS-E2-H-CC,CMIP5,RCP45,West Africa,WAF,land,ANN,2085,
13501,0.15,1.97,GISS-E2-H-CC,CMIP5,RCP45,West Africa,WAF,land,DJF,2085,
13502,-0.09,1.64,GISS-E2-H-CC,CMIP5,RCP45,West Africa,WAF,land,JJA,2085,
13503,0.02,1.84,GISS-E2-H-CC,CMIP5,RCP45,West Africa,WAF,land,MAM,2085,
13504,0.08,1.75,GISS-E2-H-CC,CMIP5,RCP45,West Africa,WAF,land,SON,2085,
13505,0.04,2.35,GISS-E2-H-CC,CMIP5,RCP45,West Asia,WAS,land,ANN,2085,
13506,0.09,2.43,GISS-E2-H-CC,CMIP5,RCP45,West Asia,WAS,land,DJF,2085,
13507,-0.02,2.31,GISS-E2-H-CC,CMIP5,RCP45,West Asia,WAS,land,JJA,2085,
13508,0.07,2.24,GISS-E2-H-CC,CMIP5,RCP45,West Asia,WAS,land,MAM,2085,
13509,0.03,2.42,GISS-E2-H-CC,CMIP5,RCP45,West Asia,WAS,land,SON,2085,
13510,0.11,1.73,GISS-E2-H-CC,CMIP5,RCP45,West North America,WNA,land,ANN,2085,
13511,0.29,1.7,GISS-E2-H-CC,CMIP5,RCP45,West North America,WNA,land,DJF,2085,
13512,-0.05,2.07,GISS-E2-H-CC,CMIP5,RCP45,West North America,WNA,land,JJA,2085,
13513,0.06,1.45,GISS-E2-H-CC,CMIP5,RCP45,West North America,WNA,land,MAM,2085,
13514,0.12,1.7,GISS-E2-H-CC,CMIP5,RCP45,West North America,WNA,land,SON,2085,
13515,0.13,1.5,GISS-E2-H-CC,CMIP5,RCP45,West Coast South America,WSA,land,ANN,2085,
13516,-0.18,1.47,GISS-E2-H-CC,CMIP5,RCP45,West Coast South America,WSA,land,DJF,2085,
13517,0.28,1.53,GISS-E2-H-CC,CMIP5,RCP45,West Coast South America,WSA,land,JJA,2085,
13518,0.16,1.55,GISS-E2-H-CC,CMIP5,RCP45,West Coast South America,WSA,land,MAM,2085,
13519,0.28,1.43,GISS-E2-H-CC,CMIP5,RCP45,West Coast South America,WSA,land,SON,2085,
13520,0.17,2.58,GISS-E2-R,CMIP5,RCP45,Alaska/NW Canada,ALA,land,ANN,2085,
13521,0.14,3.49,GISS-E2-R,CMIP5,RCP45,Alaska/NW Canada,ALA,land,DJF,2085,
13522,0.2,1.83,GISS-E2-R,CMIP5,RCP45,Alaska/NW Canada,ALA,land,JJA,2085,
13523,0.09,2.25,GISS-E2-R,CMIP5,RCP45,Alaska/NW Canada,ALA,land,MAM,2085,
13524,0.26,2.74,GISS-E2-R,CMIP5,RCP45,Alaska/NW Canada,ALA,land,SON,2085,
13525,-0.13,1.82,GISS-E2-R,CMIP5,RCP45,South America: Amazon,AMZ,land,ANN,2085,
13526,-0.37,1.82,GISS-E2-R,CMIP5,RCP45,South America: Amazon,AMZ,land,DJF,2085,
13527,0.04,1.85,GISS-E2-R,CMIP5,RCP45,South America: Amazon,AMZ,land,JJA,2085,
13528,-0.08,1.81,GISS-E2-R,CMIP5,RCP45,South America: Amazon,AMZ,land,MAM,2085,
13529,-0.12,1.79,GISS-E2-R,CMIP5,RCP45,South America: Amazon,AMZ,land,SON,2085,
13530,0.12,1.56,GISS-E2-R,CMIP5,RCP45,Central America,CAM,land,ANN,2085,
13531,0.06,1.63,GISS-E2-R,CMIP5,RCP45,Central America,CAM,land,DJF,2085,
13532,0.22,1.46,GISS-E2-R,CMIP5,RCP45,Central America,CAM,land,JJA,2085,
13533,0.11,1.61,GISS-E2-R,CMIP5,RCP45,Central America,CAM,land,MAM,2085,
13534,0.1,1.52,GISS-E2-R,CMIP5,RCP45,Central America,CAM,land,SON,2085,
13535,0.06,2.01,GISS-E2-R,CMIP5,RCP45,Central Asia,CAS,land,ANN,2085,
13536,0.15,1.78,GISS-E2-R,CMIP5,RCP45,Central Asia,CAS,land,DJF,2085,
13537,0.0,2.11,GISS-E2-R,CMIP5,RCP45,Central Asia,CAS,land,JJA,2085,
13538,-0.01,2.14,GISS-E2-R,CMIP5,RCP45,Central Asia,CAS,land,MAM,2085,
13539,0.1,2.0,GISS-E2-R,CMIP5,RCP45,Central Asia,CAS,land,SON,2085,
13540,0.03,2.01,GISS-E2-R,CMIP5,RCP45,Central Europe,CEU,land,ANN,2085,
13541,-0.0,2.36,GISS-E2-R,CMIP5,RCP45,Central Europe,CEU,land,DJF,2085,
13542,0.03,1.88,GISS-E2-R,CMIP5,RCP45,Central Europe,CEU,land,JJA,2085,
13543,0.11,2.02,GISS-E2-R,CMIP5,RCP45,Central Europe,CEU,land,MAM,2085,
13544,-0.02,1.78,GISS-E2-R,CMIP5,RCP45,Central Europe,CEU,land,SON,2085,
13545,0.06,1.57,GISS-E2-R,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
13546,0.04,1.74,GISS-E2-R,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
13547,0.1,1.27,GISS-E2-R,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
13548,-0.01,1.11,GISS-E2-R,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
13549,0.11,2.16,GISS-E2-R,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
13550,0.15,2.11,GISS-E2-R,CMIP5,RCP45,Central North America,CNA,land,ANN,2085,
13551,0.17,1.92,GISS-E2-R,CMIP5,RCP45,Central North America,CNA,land,DJF,2085,
13552,0.08,2.36,GISS-E2-R,CMIP5,RCP45,Central North America,CNA,land,JJA,2085,
13553,0.2,1.97,GISS-E2-R,CMIP5,RCP45,Central North America,CNA,land,MAM,2085,
13554,0.16,2.19,GISS-E2-R,CMIP5,RCP45,Central North America,CNA,land,SON,2085,
13555,-0.06,1.96,GISS-E2-R,CMIP5,RCP45,East Africa,EAF,land,ANN,2085,
13556,0.05,1.88,GISS-E2-R,CMIP5,RCP45,East Africa,EAF,land,DJF,2085,
13557,-0.04,1.98,GISS-E2-R,CMIP5,RCP45,East Africa,EAF,land,JJA,2085,
13558,-0.16,2.12,GISS-E2-R,CMIP5,RCP45,East Africa,EAF,land,MAM,2085,
13559,-0.1,1.87,GISS-E2-R,CMIP5,RCP45,East Africa,EAF,land,SON,2085,
13560,0.02,1.68,GISS-E2-R,CMIP5,RCP45,Eastern Asia,EAS,land,ANN,2085,
13561,0.14,1.75,GISS-E2-R,CMIP5,RCP45,Eastern Asia,EAS,land,DJF,2085,
13562,0.06,1.63,GISS-E2-R,CMIP5,RCP45,Eastern Asia,EAS,land,JJA,2085,
13563,0.03,1.5,GISS-E2-R,CMIP5,RCP45,Eastern Asia,EAS,land,MAM,2085,
13564,-0.14,1.85,GISS-E2-R,CMIP5,RCP45,Eastern Asia,EAS,land,SON,2085,
13565,0.18,1.74,GISS-E2-R,CMIP5,RCP45,Eastern North America,ENA,land,ANN,2085,
13566,0.42,2.09,GISS-E2-R,CMIP5,RCP45,Eastern North America,ENA,land,DJF,2085,
13567,-0.04,1.57,GISS-E2-R,CMIP5,RCP45,Eastern North America,ENA,land,JJA,2085,
13568,0.28,1.51,GISS-E2-R,CMIP5,RCP45,Eastern North America,ENA,land,MAM,2085,
13569,0.08,1.81,GISS-E2-R,CMIP5,RCP45,Eastern North America,ENA,land,SON,2085,
13570,-0.18,1.76,GISS-E2-R,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,ANN,2085,
13571,-0.13,1.39,GISS-E2-R,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,DJF,2085,
13572,-0.23,1.91,GISS-E2-R,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,JJA,2085,
13573,-0.11,1.88,GISS-E2-R,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,MAM,2085,
13574,-0.25,1.84,GISS-E2-R,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,SON,2085,
13575,0.17,2.46,GISS-E2-R,CMIP5,RCP45,North Asia,NAS,land,ANN,2085,
13576,0.13,3.03,GISS-E2-R,CMIP5,RCP45,North Asia,NAS,land,DJF,2085,
13577,0.17,1.93,GISS-E2-R,CMIP5,RCP45,North Asia,NAS,land,JJA,2085,
13578,0.18,2.0,GISS-E2-R,CMIP5,RCP45,North Asia,NAS,land,MAM,2085,
13579,0.22,2.89,GISS-E2-R,CMIP5,RCP45,North Asia,NAS,land,SON,2085,
13580,-0.04,1.37,GISS-E2-R,CMIP5,RCP45,Australia/North Australia,NAU,land,ANN,2085,
13581,0.07,1.2,GISS-E2-R,CMIP5,RCP45,Australia/North Australia,NAU,land,DJF,2085,
13582,-0.08,1.48,GISS-E2-R,CMIP5,RCP45,Australia/North Australia,NAU,land,JJA,2085,
13583,-0.13,1.29,GISS-E2-R,CMIP5,RCP45,Australia/North Australia,NAU,land,MAM,2085,
13584,-0.03,1.51,GISS-E2-R,CMIP5,RCP45,Australia/North Australia,NAU,land,SON,2085,
13585,-0.39,1.78,GISS-E2-R,CMIP5,RCP45,Northeast Brazil,NEB,land,ANN,2085,
13586,-0.51,1.76,GISS-E2-R,CMIP5,RCP45,Northeast Brazil,NEB,land,DJF,2085,
13587,-0.28,1.87,GISS-E2-R,CMIP5,RCP45,Northeast Brazil,NEB,land,JJA,2085,
13588,-0.38,1.71,GISS-E2-R,CMIP5,RCP45,Northeast Brazil,NEB,land,MAM,2085,
13589,-0.38,1.77,GISS-E2-R,CMIP5,RCP45,Northeast Brazil,NEB,land,SON,2085,
13590,0.18,2.72,GISS-E2-R,CMIP5,RCP45,Northern Europe,NEU,land,ANN,2085,
13591,0.28,4.29,GISS-E2-R,CMIP5,RCP45,Northern Europe,NEU,land,DJF,2085,
13592,0.1,1.92,GISS-E2-R,CMIP5,RCP45,Northern Europe,NEU,land,JJA,2085,
13593,0.13,2.52,GISS-E2-R,CMIP5,RCP45,Northern Europe,NEU,land,MAM,2085,
13594,0.19,2.14,GISS-E2-R,CMIP5,RCP45,Northern Europe,NEU,land,SON,2085,
13595,-0.09,1.44,GISS-E2-R,CMIP5,RCP45,Southern Africa,SAF,land,ANN,2085,
13596,-0.24,1.52,GISS-E2-R,CMIP5,RCP45,Southern Africa,SAF,land,DJF,2085,
13597,-0.05,1.45,GISS-E2-R,CMIP5,RCP45,Southern Africa,SAF,land,JJA,2085,
13598,-0.01,1.44,GISS-E2-R,CMIP5,RCP45,Southern Africa,SAF,land,MAM,2085,
13599,-0.06,1.34,GISS-E2-R,CMIP5,RCP45,Southern Africa,SAF,land,SON,2085,
13600,-0.04,1.88,GISS-E2-R,CMIP5,RCP45,Africa: Sahara,SAH,land,ANN,2085,
13601,-0.01,1.45,GISS-E2-R,CMIP5,RCP45,Africa: Sahara,SAH,land,DJF,2085,
13602,-0.07,1.96,GISS-E2-R,CMIP5,RCP45,Africa: Sahara,SAH,land,JJA,2085,
13603,-0.01,2.17,GISS-E2-R,CMIP5,RCP45,Africa: Sahara,SAH,land,MAM,2085,
13604,-0.05,1.93,GISS-E2-R,CMIP5,RCP45,Africa: Sahara,SAH,land,SON,2085,
13605,0.27,1.73,GISS-E2-R,CMIP5,RCP45,South Asia,SAS,land,ANN,2085,
13606,-0.07,1.97,GISS-E2-R,CMIP5,RCP45,South Asia,SAS,land,DJF,2085,
13607,0.68,1.63,GISS-E2-R,CMIP5,RCP45,South Asia,SAS,land,JJA,2085,
13608,0.1,1.84,GISS-E2-R,CMIP5,RCP45,South Asia,SAS,land,MAM,2085,
13609,0.38,1.49,GISS-E2-R,CMIP5,RCP45,South Asia,SAS,land,SON,2085,
13610,0.04,1.06,GISS-E2-R,CMIP5,RCP45,South Australia/New Zealand,SAU,land,ANN,2085,
13611,0.01,1.1,GISS-E2-R,CMIP5,RCP45,South Australia/New Zealand,SAU,land,DJF,2085,
13612,0.07,1.03,GISS-E2-R,CMIP5,RCP45,South Australia/New Zealand,SAU,land,JJA,2085,
13613,0.05,1.05,GISS-E2-R,CMIP5,RCP45,South Australia/New Zealand,SAU,land,MAM,2085,
13614,0.02,1.06,GISS-E2-R,CMIP5,RCP45,South Australia/New Zealand,SAU,land,SON,2085,
13615,0.07,1.27,GISS-E2-R,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,ANN,2085,
13616,-0.12,1.29,GISS-E2-R,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,DJF,2085,
13617,0.2,1.29,GISS-E2-R,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,JJA,2085,
13618,0.03,1.28,GISS-E2-R,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,MAM,2085,
13619,0.17,1.21,GISS-E2-R,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,SON,2085,
13620,0.14,1.04,GISS-E2-R,CMIP5,RCP45,Southeastern South America,SSA,land,ANN,2085,
13621,0.24,1.09,GISS-E2-R,CMIP5,RCP45,Southeastern South America,SSA,land,DJF,2085,
13622,0.09,1.11,GISS-E2-R,CMIP5,RCP45,Southeastern South America,SSA,land,JJA,2085,
13623,0.15,0.84,GISS-E2-R,CMIP5,RCP45,Southeastern South America,SSA,land,MAM,2085,
13624,0.08,1.14,GISS-E2-R,CMIP5,RCP45,Southeastern South America,SSA,land,SON,2085,
13625,0.16,2.0,GISS-E2-R,CMIP5,RCP45,Tibetan Plateau,TIB,land,ANN,2085,
13626,0.19,2.07,GISS-E2-R,CMIP5,RCP45,Tibetan Plateau,TIB,land,DJF,2085,
13627,0.17,1.84,GISS-E2-R,CMIP5,RCP45,Tibetan Plateau,TIB,land,JJA,2085,
13628,0.15,1.97,GISS-E2-R,CMIP5,RCP45,Tibetan Plateau,TIB,land,MAM,2085,
13629,0.12,2.13,GISS-E2-R,CMIP5,RCP45,Tibetan Plateau,TIB,land,SON,2085,
13630,0.08,1.56,GISS-E2-R,CMIP5,RCP45,West Africa,WAF,land,ANN,2085,
13631,0.14,1.57,GISS-E2-R,CMIP5,RCP45,West Africa,WAF,land,DJF,2085,
13632,-0.04,1.48,GISS-E2-R,CMIP5,RCP45,West Africa,WAF,land,JJA,2085,
13633,0.21,1.63,GISS-E2-R,CMIP5,RCP45,West Africa,WAF,land,MAM,2085,
13634,0.01,1.56,GISS-E2-R,CMIP5,RCP45,West Africa,WAF,land,SON,2085,
13635,-0.03,2.0,GISS-E2-R,CMIP5,RCP45,West Asia,WAS,land,ANN,2085,
13636,0.03,1.66,GISS-E2-R,CMIP5,RCP45,West Asia,WAS,land,DJF,2085,
13637,-0.05,2.14,GISS-E2-R,CMIP5,RCP45,West Asia,WAS,land,JJA,2085,
13638,-0.09,2.26,GISS-E2-R,CMIP5,RCP45,West Asia,WAS,land,MAM,2085,
13639,0.0,1.93,GISS-E2-R,CMIP5,RCP45,West Asia,WAS,land,SON,2085,
13640,0.05,1.62,GISS-E2-R,CMIP5,RCP45,West North America,WNA,land,ANN,2085,
13641,0.05,1.2,GISS-E2-R,CMIP5,RCP45,West North America,WNA,land,DJF,2085,
13642,-0.04,1.92,GISS-E2-R,CMIP5,RCP45,West North America,WNA,land,JJA,2085,
13643,0.12,1.7,GISS-E2-R,CMIP5,RCP45,West North America,WNA,land,MAM,2085,
13644,0.07,1.64,GISS-E2-R,CMIP5,RCP45,West North America,WNA,land,SON,2085,
13645,0.06,1.24,GISS-E2-R,CMIP5,RCP45,West Coast South America,WSA,land,ANN,2085,
13646,-0.06,1.18,GISS-E2-R,CMIP5,RCP45,West Coast South America,WSA,land,DJF,2085,
13647,0.04,1.27,GISS-E2-R,CMIP5,RCP45,West Coast South America,WSA,land,JJA,2085,
13648,0.14,1.16,GISS-E2-R,CMIP5,RCP45,West Coast South America,WSA,land,MAM,2085,
13649,0.12,1.36,GISS-E2-R,CMIP5,RCP45,West Coast South America,WSA,land,SON,2085,
13650,0.16,2.88,GISS-E2-R-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,ANN,2085,
13651,0.14,3.67,GISS-E2-R-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,DJF,2085,
13652,0.22,2.19,GISS-E2-R-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,JJA,2085,
13653,0.11,2.68,GISS-E2-R-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,MAM,2085,
13654,0.19,2.99,GISS-E2-R-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,SON,2085,
13655,-0.12,1.84,GISS-E2-R-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,ANN,2085,
13656,-0.3,1.85,GISS-E2-R-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,DJF,2085,
13657,0.15,1.76,GISS-E2-R-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,JJA,2085,
13658,-0.02,1.74,GISS-E2-R-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,MAM,2085,
13659,-0.32,2.02,GISS-E2-R-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,SON,2085,
13660,0.07,1.57,GISS-E2-R-CC,CMIP5,RCP45,Central America,CAM,land,ANN,2085,
13661,0.11,1.45,GISS-E2-R-CC,CMIP5,RCP45,Central America,CAM,land,DJF,2085,
13662,0.21,1.56,GISS-E2-R-CC,CMIP5,RCP45,Central America,CAM,land,JJA,2085,
13663,0.0,1.69,GISS-E2-R-CC,CMIP5,RCP45,Central America,CAM,land,MAM,2085,
13664,-0.05,1.59,GISS-E2-R-CC,CMIP5,RCP45,Central America,CAM,land,SON,2085,
13665,0.14,1.85,GISS-E2-R-CC,CMIP5,RCP45,Central Asia,CAS,land,ANN,2085,
13666,0.22,1.79,GISS-E2-R-CC,CMIP5,RCP45,Central Asia,CAS,land,DJF,2085,
13667,0.02,1.95,GISS-E2-R-CC,CMIP5,RCP45,Central Asia,CAS,land,JJA,2085,
13668,0.13,1.74,GISS-E2-R-CC,CMIP5,RCP45,Central Asia,CAS,land,MAM,2085,
13669,0.2,1.92,GISS-E2-R-CC,CMIP5,RCP45,Central Asia,CAS,land,SON,2085,
13670,0.05,1.71,GISS-E2-R-CC,CMIP5,RCP45,Central Europe,CEU,land,ANN,2085,
13671,0.05,1.57,GISS-E2-R-CC,CMIP5,RCP45,Central Europe,CEU,land,DJF,2085,
13672,0.04,1.76,GISS-E2-R-CC,CMIP5,RCP45,Central Europe,CEU,land,JJA,2085,
13673,0.08,1.81,GISS-E2-R-CC,CMIP5,RCP45,Central Europe,CEU,land,MAM,2085,
13674,0.03,1.71,GISS-E2-R-CC,CMIP5,RCP45,Central Europe,CEU,land,SON,2085,
13675,0.03,1.77,GISS-E2-R-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
13676,-0.1,2.38,GISS-E2-R-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
13677,0.09,1.3,GISS-E2-R-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
13678,-0.01,1.27,GISS-E2-R-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
13679,0.12,2.13,GISS-E2-R-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
13680,0.17,2.03,GISS-E2-R-CC,CMIP5,RCP45,Central North America,CNA,land,ANN,2085,
13681,0.03,1.98,GISS-E2-R-CC,CMIP5,RCP45,Central North America,CNA,land,DJF,2085,
13682,0.16,2.04,GISS-E2-R-CC,CMIP5,RCP45,Central North America,CNA,land,JJA,2085,
13683,0.34,1.79,GISS-E2-R-CC,CMIP5,RCP45,Central North America,CNA,land,MAM,2085,
13684,0.16,2.29,GISS-E2-R-CC,CMIP5,RCP45,Central North America,CNA,land,SON,2085,
13685,-0.07,2.04,GISS-E2-R-CC,CMIP5,RCP45,East Africa,EAF,land,ANN,2085,
13686,-0.15,2.01,GISS-E2-R-CC,CMIP5,RCP45,East Africa,EAF,land,DJF,2085,
13687,-0.13,2.09,GISS-E2-R-CC,CMIP5,RCP45,East Africa,EAF,land,JJA,2085,
13688,-0.04,2.09,GISS-E2-R-CC,CMIP5,RCP45,East Africa,EAF,land,MAM,2085,
13689,0.05,1.96,GISS-E2-R-CC,CMIP5,RCP45,East Africa,EAF,land,SON,2085,
13690,-0.06,1.72,GISS-E2-R-CC,CMIP5,RCP45,Eastern Asia,EAS,land,ANN,2085,
13691,0.05,1.97,GISS-E2-R-CC,CMIP5,RCP45,Eastern Asia,EAS,land,DJF,2085,
13692,-0.05,1.47,GISS-E2-R-CC,CMIP5,RCP45,Eastern Asia,EAS,land,JJA,2085,
13693,-0.08,1.5,GISS-E2-R-CC,CMIP5,RCP45,Eastern Asia,EAS,land,MAM,2085,
13694,-0.16,1.94,GISS-E2-R-CC,CMIP5,RCP45,Eastern Asia,EAS,land,SON,2085,
13695,0.16,1.56,GISS-E2-R-CC,CMIP5,RCP45,Eastern North America,ENA,land,ANN,2085,
13696,0.45,1.62,GISS-E2-R-CC,CMIP5,RCP45,Eastern North America,ENA,land,DJF,2085,
13697,-0.02,1.52,GISS-E2-R-CC,CMIP5,RCP45,Eastern North America,ENA,land,JJA,2085,
13698,0.2,1.34,GISS-E2-R-CC,CMIP5,RCP45,Eastern North America,ENA,land,MAM,2085,
13699,0.03,1.74,GISS-E2-R-CC,CMIP5,RCP45,Eastern North America,ENA,land,SON,2085,
13700,-0.11,1.7,GISS-E2-R-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,ANN,2085,
13701,-0.04,1.52,GISS-E2-R-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,DJF,2085,
13702,-0.2,1.77,GISS-E2-R-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,JJA,2085,
13703,-0.07,1.63,GISS-E2-R-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,MAM,2085,
13704,-0.14,1.89,GISS-E2-R-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,SON,2085,
13705,0.15,1.97,GISS-E2-R-CC,CMIP5,RCP45,North Asia,NAS,land,ANN,2085,
13706,0.14,1.81,GISS-E2-R-CC,CMIP5,RCP45,North Asia,NAS,land,DJF,2085,
13707,0.1,1.98,GISS-E2-R-CC,CMIP5,RCP45,North Asia,NAS,land,JJA,2085,
13708,0.14,1.8,GISS-E2-R-CC,CMIP5,RCP45,North Asia,NAS,land,MAM,2085,
13709,0.2,2.31,GISS-E2-R-CC,CMIP5,RCP45,North Asia,NAS,land,SON,2085,
13710,0.01,1.59,GISS-E2-R-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,ANN,2085,
13711,-0.02,1.41,GISS-E2-R-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,DJF,2085,
13712,-0.02,1.69,GISS-E2-R-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,JJA,2085,
13713,0.16,1.45,GISS-E2-R-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,MAM,2085,
13714,-0.1,1.81,GISS-E2-R-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,SON,2085,
13715,-0.22,1.73,GISS-E2-R-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,ANN,2085,
13716,0.02,1.67,GISS-E2-R-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,DJF,2085,
13717,-0.27,1.59,GISS-E2-R-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,JJA,2085,
13718,-0.09,1.65,GISS-E2-R-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,MAM,2085,
13719,-0.54,2.01,GISS-E2-R-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,SON,2085,
13720,0.13,2.69,GISS-E2-R-CC,CMIP5,RCP45,Northern Europe,NEU,land,ANN,2085,
13721,0.18,3.49,GISS-E2-R-CC,CMIP5,RCP45,Northern Europe,NEU,land,DJF,2085,
13722,0.1,2.09,GISS-E2-R-CC,CMIP5,RCP45,Northern Europe,NEU,land,JJA,2085,
13723,0.09,2.6,GISS-E2-R-CC,CMIP5,RCP45,Northern Europe,NEU,land,MAM,2085,
13724,0.14,2.57,GISS-E2-R-CC,CMIP5,RCP45,Northern Europe,NEU,land,SON,2085,
13725,-0.08,1.55,GISS-E2-R-CC,CMIP5,RCP45,Southern Africa,SAF,land,ANN,2085,
13726,-0.15,1.55,GISS-E2-R-CC,CMIP5,RCP45,Southern Africa,SAF,land,DJF,2085,
13727,-0.07,1.57,GISS-E2-R-CC,CMIP5,RCP45,Southern Africa,SAF,land,JJA,2085,
13728,-0.04,1.54,GISS-E2-R-CC,CMIP5,RCP45,Southern Africa,SAF,land,MAM,2085,
13729,-0.05,1.53,GISS-E2-R-CC,CMIP5,RCP45,Southern Africa,SAF,land,SON,2085,
13730,-0.06,2.07,GISS-E2-R-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,ANN,2085,
13731,-0.04,2.05,GISS-E2-R-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,DJF,2085,
13732,-0.1,2.08,GISS-E2-R-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,JJA,2085,
13733,-0.01,1.95,GISS-E2-R-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,MAM,2085,
13734,-0.07,2.21,GISS-E2-R-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,SON,2085,
13735,0.15,1.74,GISS-E2-R-CC,CMIP5,RCP45,South Asia,SAS,land,ANN,2085,
13736,-0.02,1.87,GISS-E2-R-CC,CMIP5,RCP45,South Asia,SAS,land,DJF,2085,
13737,0.31,1.65,GISS-E2-R-CC,CMIP5,RCP45,South Asia,SAS,land,JJA,2085,
