n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
13738,0.11,1.79,GISS-E2-R-CC,CMIP5,RCP45,South Asia,SAS,land,MAM,2085,
13739,0.2,1.66,GISS-E2-R-CC,CMIP5,RCP45,South Asia,SAS,land,SON,2085,
13740,0.07,1.26,GISS-E2-R-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,ANN,2085,
13741,-0.02,1.17,GISS-E2-R-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,DJF,2085,
13742,0.19,1.33,GISS-E2-R-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,JJA,2085,
13743,0.06,1.3,GISS-E2-R-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,MAM,2085,
13744,0.04,1.24,GISS-E2-R-CC,CMIP5,RCP45,South Australia/New Zealand,SAU,land,SON,2085,
13745,-0.01,1.34,GISS-E2-R-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,ANN,2085,
13746,-0.22,1.32,GISS-E2-R-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,DJF,2085,
13747,0.08,1.39,GISS-E2-R-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,JJA,2085,
13748,-0.13,1.32,GISS-E2-R-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,MAM,2085,
13749,0.21,1.32,GISS-E2-R-CC,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,SON,2085,
13750,0.15,1.12,GISS-E2-R-CC,CMIP5,RCP45,Southeastern South America,SSA,land,ANN,2085,
13751,0.2,1.1,GISS-E2-R-CC,CMIP5,RCP45,Southeastern South America,SSA,land,DJF,2085,
13752,0.1,1.27,GISS-E2-R-CC,CMIP5,RCP45,Southeastern South America,SSA,land,JJA,2085,
13753,0.19,0.94,GISS-E2-R-CC,CMIP5,RCP45,Southeastern South America,SSA,land,MAM,2085,
13754,0.12,1.18,GISS-E2-R-CC,CMIP5,RCP45,Southeastern South America,SSA,land,SON,2085,
13755,0.19,2.06,GISS-E2-R-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,ANN,2085,
13756,0.22,2.3,GISS-E2-R-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,DJF,2085,
13757,0.21,1.72,GISS-E2-R-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,JJA,2085,
13758,0.14,2.24,GISS-E2-R-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,MAM,2085,
13759,0.2,1.98,GISS-E2-R-CC,CMIP5,RCP45,Tibetan Plateau,TIB,land,SON,2085,
13760,0.07,1.68,GISS-E2-R-CC,CMIP5,RCP45,West Africa,WAF,land,ANN,2085,
13761,0.11,1.76,GISS-E2-R-CC,CMIP5,RCP45,West Africa,WAF,land,DJF,2085,
13762,0.01,1.63,GISS-E2-R-CC,CMIP5,RCP45,West Africa,WAF,land,JJA,2085,
13763,0.16,1.65,GISS-E2-R-CC,CMIP5,RCP45,West Africa,WAF,land,MAM,2085,
13764,0.01,1.68,GISS-E2-R-CC,CMIP5,RCP45,West Africa,WAF,land,SON,2085,
13765,0.01,1.88,GISS-E2-R-CC,CMIP5,RCP45,West Asia,WAS,land,ANN,2085,
13766,0.0,1.81,GISS-E2-R-CC,CMIP5,RCP45,West Asia,WAS,land,DJF,2085,
13767,-0.07,2.01,GISS-E2-R-CC,CMIP5,RCP45,West Asia,WAS,land,JJA,2085,
13768,0.04,1.79,GISS-E2-R-CC,CMIP5,RCP45,West Asia,WAS,land,MAM,2085,
13769,0.07,1.93,GISS-E2-R-CC,CMIP5,RCP45,West Asia,WAS,land,SON,2085,
13770,0.08,1.78,GISS-E2-R-CC,CMIP5,RCP45,West North America,WNA,land,ANN,2085,
13771,0.14,1.94,GISS-E2-R-CC,CMIP5,RCP45,West North America,WNA,land,DJF,2085,
13772,-0.03,1.97,GISS-E2-R-CC,CMIP5,RCP45,West North America,WNA,land,JJA,2085,
13773,0.11,1.59,GISS-E2-R-CC,CMIP5,RCP45,West North America,WNA,land,MAM,2085,
13774,0.11,1.62,GISS-E2-R-CC,CMIP5,RCP45,West North America,WNA,land,SON,2085,
13775,0.09,1.4,GISS-E2-R-CC,CMIP5,RCP45,West Coast South America,WSA,land,ANN,2085,
13776,-0.06,1.39,GISS-E2-R-CC,CMIP5,RCP45,West Coast South America,WSA,land,DJF,2085,
13777,0.2,1.4,GISS-E2-R-CC,CMIP5,RCP45,West Coast South America,WSA,land,JJA,2085,
13778,0.05,1.41,GISS-E2-R-CC,CMIP5,RCP45,West Coast South America,WSA,land,MAM,2085,
13779,0.15,1.39,GISS-E2-R-CC,CMIP5,RCP45,West Coast South America,WSA,land,SON,2085,
13780,0.35,5.91,HadGEM2-AO,CMIP5,RCP45,Alaska/NW Canada,ALA,land,ANN,2085,
13781,0.34,9.25,HadGEM2-AO,CMIP5,RCP45,Alaska/NW Canada,ALA,land,DJF,2085,
13782,0.31,3.31,HadGEM2-AO,CMIP5,RCP45,Alaska/NW Canada,ALA,land,JJA,2085,
13783,0.28,5.36,HadGEM2-AO,CMIP5,RCP45,Alaska/NW Canada,ALA,land,MAM,2085,
13784,0.45,5.91,HadGEM2-AO,CMIP5,RCP45,Alaska/NW Canada,ALA,land,SON,2085,
13785,-0.02,3.19,HadGEM2-AO,CMIP5,RCP45,South America: Amazon,AMZ,land,ANN,2085,
13786,0.11,3.07,HadGEM2-AO,CMIP5,RCP45,South America: Amazon,AMZ,land,DJF,2085,
13787,0.08,3.11,HadGEM2-AO,CMIP5,RCP45,South America: Amazon,AMZ,land,JJA,2085,
13788,0.24,2.97,HadGEM2-AO,CMIP5,RCP45,South America: Amazon,AMZ,land,MAM,2085,
13789,-0.53,3.58,HadGEM2-AO,CMIP5,RCP45,South America: Amazon,AMZ,land,SON,2085,
13790,0.23,2.6,HadGEM2-AO,CMIP5,RCP45,Central America,CAM,land,ANN,2085,
13791,0.07,2.51,HadGEM2-AO,CMIP5,RCP45,Central America,CAM,land,DJF,2085,
13792,0.21,2.64,HadGEM2-AO,CMIP5,RCP45,Central America,CAM,land,JJA,2085,
13793,0.45,2.68,HadGEM2-AO,CMIP5,RCP45,Central America,CAM,land,MAM,2085,
13794,0.23,2.61,HadGEM2-AO,CMIP5,RCP45,Central America,CAM,land,SON,2085,
13795,0.06,4.72,HadGEM2-AO,CMIP5,RCP45,Central Asia,CAS,land,ANN,2085,
13796,0.14,6.11,HadGEM2-AO,CMIP5,RCP45,Central Asia,CAS,land,DJF,2085,
13797,-0.01,4.44,HadGEM2-AO,CMIP5,RCP45,Central Asia,CAS,land,JJA,2085,
13798,0.13,4.28,HadGEM2-AO,CMIP5,RCP45,Central Asia,CAS,land,MAM,2085,
13799,-0.03,4.22,HadGEM2-AO,CMIP5,RCP45,Central Asia,CAS,land,SON,2085,
13800,-0.05,4.23,HadGEM2-AO,CMIP5,RCP45,Central Europe,CEU,land,ANN,2085,
13801,0.33,4.34,HadGEM2-AO,CMIP5,RCP45,Central Europe,CEU,land,DJF,2085,
13802,-0.59,5.42,HadGEM2-AO,CMIP5,RCP45,Central Europe,CEU,land,JJA,2085,
13803,0.27,3.3,HadGEM2-AO,CMIP5,RCP45,Central Europe,CEU,land,MAM,2085,
13804,-0.23,3.95,HadGEM2-AO,CMIP5,RCP45,Central Europe,CEU,land,SON,2085,
13805,0.18,4.52,HadGEM2-AO,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
13806,0.15,6.65,HadGEM2-AO,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
13807,0.1,2.51,HadGEM2-AO,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
13808,0.14,4.04,HadGEM2-AO,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
13809,0.32,4.97,HadGEM2-AO,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
13810,-0.13,4.89,HadGEM2-AO,CMIP5,RCP45,Central North America,CNA,land,ANN,2085,
13811,0.06,5.04,HadGEM2-AO,CMIP5,RCP45,Central North America,CNA,land,DJF,2085,
13812,-0.52,5.31,HadGEM2-AO,CMIP5,RCP45,Central North America,CNA,land,JJA,2085,
13813,-0.08,4.28,HadGEM2-AO,CMIP5,RCP45,Central North America,CNA,land,MAM,2085,
13814,0.02,5.09,HadGEM2-AO,CMIP5,RCP45,Central North America,CNA,land,SON,2085,
13815,0.02,2.93,HadGEM2-AO,CMIP5,RCP45,East Africa,EAF,land,ANN,2085,
13816,0.19,2.89,HadGEM2-AO,CMIP5,RCP45,East Africa,EAF,land,DJF,2085,
13817,-0.02,2.93,HadGEM2-AO,CMIP5,RCP45,East Africa,EAF,land,JJA,2085,
13818,0.03,3.04,HadGEM2-AO,CMIP5,RCP45,East Africa,EAF,land,MAM,2085,
13819,-0.1,2.9,HadGEM2-AO,CMIP5,RCP45,East Africa,EAF,land,SON,2085,
13820,0.19,3.11,HadGEM2-AO,CMIP5,RCP45,Eastern Asia,EAS,land,ANN,2085,
13821,-0.12,3.43,HadGEM2-AO,CMIP5,RCP45,Eastern Asia,EAS,land,DJF,2085,
13822,0.74,2.98,HadGEM2-AO,CMIP5,RCP45,Eastern Asia,EAS,land,JJA,2085,
13823,0.16,2.96,HadGEM2-AO,CMIP5,RCP45,Eastern Asia,EAS,land,MAM,2085,
13824,-0.01,3.2,HadGEM2-AO,CMIP5,RCP45,Eastern Asia,EAS,land,SON,2085,
13825,0.09,3.17,HadGEM2-AO,CMIP5,RCP45,Eastern North America,ENA,land,ANN,2085,
13826,0.39,2.99,HadGEM2-AO,CMIP5,RCP45,Eastern North America,ENA,land,DJF,2085,
13827,-0.15,3.4,HadGEM2-AO,CMIP5,RCP45,Eastern North America,ENA,land,JJA,2085,
13828,0.1,2.87,HadGEM2-AO,CMIP5,RCP45,Eastern North America,ENA,land,MAM,2085,
13829,0.02,3.51,HadGEM2-AO,CMIP5,RCP45,Eastern North America,ENA,land,SON,2085,
13830,-0.07,3.42,HadGEM2-AO,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,ANN,2085,
13831,-0.0,3.05,HadGEM2-AO,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,DJF,2085,
13832,-0.14,4.28,HadGEM2-AO,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,JJA,2085,
13833,-0.06,2.98,HadGEM2-AO,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,MAM,2085,
13834,-0.09,3.44,HadGEM2-AO,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,SON,2085,
13835,0.25,5.29,HadGEM2-AO,CMIP5,RCP45,North Asia,NAS,land,ANN,2085,
13836,0.35,6.89,HadGEM2-AO,CMIP5,RCP45,North Asia,NAS,land,DJF,2085,
13837,0.04,4.64,HadGEM2-AO,CMIP5,RCP45,North Asia,NAS,land,JJA,2085,
13838,0.27,4.62,HadGEM2-AO,CMIP5,RCP45,North Asia,NAS,land,MAM,2085,
13839,0.34,5.19,HadGEM2-AO,CMIP5,RCP45,North Asia,NAS,land,SON,2085,
13840,-0.33,2.64,HadGEM2-AO,CMIP5,RCP45,Australia/North Australia,NAU,land,ANN,2085,
13841,-0.31,2.56,HadGEM2-AO,CMIP5,RCP45,Australia/North Australia,NAU,land,DJF,2085,
13842,-0.19,2.6,HadGEM2-AO,CMIP5,RCP45,Australia/North Australia,NAU,land,JJA,2085,
13843,-0.73,2.56,HadGEM2-AO,CMIP5,RCP45,Australia/North Australia,NAU,land,MAM,2085,
13844,-0.14,2.79,HadGEM2-AO,CMIP5,RCP45,Australia/North Australia,NAU,land,SON,2085,
13845,-0.03,2.86,HadGEM2-AO,CMIP5,RCP45,Northeast Brazil,NEB,land,ANN,2085,
13846,1.06,2.62,HadGEM2-AO,CMIP5,RCP45,Northeast Brazil,NEB,land,DJF,2085,
13847,-0.42,2.88,HadGEM2-AO,CMIP5,RCP45,Northeast Brazil,NEB,land,JJA,2085,
13848,-0.17,2.66,HadGEM2-AO,CMIP5,RCP45,Northeast Brazil,NEB,land,MAM,2085,
13849,-0.62,3.26,HadGEM2-AO,CMIP5,RCP45,Northeast Brazil,NEB,land,SON,2085,
13850,0.11,3.46,HadGEM2-AO,CMIP5,RCP45,Northern Europe,NEU,land,ANN,2085,
13851,0.27,3.5,HadGEM2-AO,CMIP5,RCP45,Northern Europe,NEU,land,DJF,2085,
13852,-0.1,3.56,HadGEM2-AO,CMIP5,RCP45,Northern Europe,NEU,land,JJA,2085,
13853,0.13,3.18,HadGEM2-AO,CMIP5,RCP45,Northern Europe,NEU,land,MAM,2085,
13854,0.12,3.68,HadGEM2-AO,CMIP5,RCP45,Northern Europe,NEU,land,SON,2085,
13855,-0.11,2.29,HadGEM2-AO,CMIP5,RCP45,Southern Africa,SAF,land,ANN,2085,
13856,0.08,2.26,HadGEM2-AO,CMIP5,RCP45,Southern Africa,SAF,land,DJF,2085,
13857,-0.2,2.18,HadGEM2-AO,CMIP5,RCP45,Southern Africa,SAF,land,JJA,2085,
13858,-0.14,2.31,HadGEM2-AO,CMIP5,RCP45,Southern Africa,SAF,land,MAM,2085,
13859,-0.22,2.41,HadGEM2-AO,CMIP5,RCP45,Southern Africa,SAF,land,SON,2085,
13860,0.0,3.45,HadGEM2-AO,CMIP5,RCP45,Africa: Sahara,SAH,land,ANN,2085,
13861,-0.03,2.9,HadGEM2-AO,CMIP5,RCP45,Africa: Sahara,SAH,land,DJF,2085,
13862,0.05,4.05,HadGEM2-AO,CMIP5,RCP45,Africa: Sahara,SAH,land,JJA,2085,
13863,-0.0,3.44,HadGEM2-AO,CMIP5,RCP45,Africa: Sahara,SAH,land,MAM,2085,
13864,-0.01,3.51,HadGEM2-AO,CMIP5,RCP45,Africa: Sahara,SAH,land,SON,2085,
13865,0.48,2.67,HadGEM2-AO,CMIP5,RCP45,South Asia,SAS,land,ANN,2085,
13866,0.2,2.94,HadGEM2-AO,CMIP5,RCP45,South Asia,SAS,land,DJF,2085,
13867,0.65,2.35,HadGEM2-AO,CMIP5,RCP45,South Asia,SAS,land,JJA,2085,
13868,0.01,2.83,HadGEM2-AO,CMIP5,RCP45,South Asia,SAS,land,MAM,2085,
13869,1.07,2.62,HadGEM2-AO,CMIP5,RCP45,South Asia,SAS,land,SON,2085,
13870,-0.07,1.92,HadGEM2-AO,CMIP5,RCP45,South Australia/New Zealand,SAU,land,ANN,2085,
13871,-0.05,2.03,HadGEM2-AO,CMIP5,RCP45,South Australia/New Zealand,SAU,land,DJF,2085,
13872,-0.1,1.86,HadGEM2-AO,CMIP5,RCP45,South Australia/New Zealand,SAU,land,JJA,2085,
13873,-0.09,1.91,HadGEM2-AO,CMIP5,RCP45,South Australia/New Zealand,SAU,land,MAM,2085,
13874,-0.05,1.85,HadGEM2-AO,CMIP5,RCP45,South Australia/New Zealand,SAU,land,SON,2085,
13875,0.33,2.08,HadGEM2-AO,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,ANN,2085,
13876,0.72,2.06,HadGEM2-AO,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,DJF,2085,
13877,0.17,2.09,HadGEM2-AO,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,JJA,2085,
13878,0.2,2.06,HadGEM2-AO,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,MAM,2085,
13879,0.21,2.12,HadGEM2-AO,CMIP5,RCP45,Southeast Asia (sea),SEA,sea,SON,2085,
13880,0.23,2.05,HadGEM2-AO,CMIP5,RCP45,Southeastern South America,SSA,land,ANN,2085,
13881,0.13,2.07,HadGEM2-AO,CMIP5,RCP45,Southeastern South America,SSA,land,DJF,2085,
13882,0.25,1.94,HadGEM2-AO,CMIP5,RCP45,Southeastern South America,SSA,land,JJA,2085,
13883,0.29,2.02,HadGEM2-AO,CMIP5,RCP45,Southeastern South America,SSA,land,MAM,2085,
13884,0.25,2.12,HadGEM2-AO,CMIP5,RCP45,Southeastern South America,SSA,land,SON,2085,
13885,0.21,4.15,HadGEM2-AO,CMIP5,RCP45,Tibetan Plateau,TIB,land,ANN,2085,
13886,0.09,5.38,HadGEM2-AO,CMIP5,RCP45,Tibetan Plateau,TIB,land,DJF,2085,
13887,0.29,3.56,HadGEM2-AO,CMIP5,RCP45,Tibetan Plateau,TIB,land,JJA,2085,
13888,0.36,4.08,HadGEM2-AO,CMIP5,RCP45,Tibetan Plateau,TIB,land,MAM,2085,
13889,0.13,3.77,HadGEM2-AO,CMIP5,RCP45,Tibetan Plateau,TIB,land,SON,2085,
13890,0.04,2.67,HadGEM2-AO,CMIP5,RCP45,West Africa,WAF,land,ANN,2085,
13891,0.03,2.72,HadGEM2-AO,CMIP5,RCP45,West Africa,WAF,land,DJF,2085,
13892,0.09,2.55,HadGEM2-AO,CMIP5,RCP45,West Africa,WAF,land,JJA,2085,
13893,-0.07,2.74,HadGEM2-AO,CMIP5,RCP45,West Africa,WAF,land,MAM,2085,
13894,0.13,2.69,HadGEM2-AO,CMIP5,RCP45,West Africa,WAF,land,SON,2085,
13895,0.04,4.02,HadGEM2-AO,CMIP5,RCP45,West Asia,WAS,land,ANN,2085,
13896,0.15,4.2,HadGEM2-AO,CMIP5,RCP45,West Asia,WAS,land,DJF,2085,
13897,-0.05,4.34,HadGEM2-AO,CMIP5,RCP45,West Asia,WAS,land,JJA,2085,
13898,-0.03,3.78,HadGEM2-AO,CMIP5,RCP45,West Asia,WAS,land,MAM,2085,
13899,0.06,3.89,HadGEM2-AO,CMIP5,RCP45,West Asia,WAS,land,SON,2085,
13900,0.03,4.16,HadGEM2-AO,CMIP5,RCP45,West North America,WNA,land,ANN,2085,
13901,0.13,4.47,HadGEM2-AO,CMIP5,RCP45,West North America,WNA,land,DJF,2085,
13902,-0.27,4.35,HadGEM2-AO,CMIP5,RCP45,West North America,WNA,land,JJA,2085,
13903,0.05,3.73,HadGEM2-AO,CMIP5,RCP45,West North America,WNA,land,MAM,2085,
13904,0.19,4.23,HadGEM2-AO,CMIP5,RCP45,West North America,WNA,land,SON,2085,
13905,0.07,2.01,HadGEM2-AO,CMIP5,RCP45,West Coast South America,WSA,land,ANN,2085,
13906,-0.03,1.82,HadGEM2-AO,CMIP5,RCP45,West Coast South America,WSA,land,DJF,2085,
13907,0.16,2.19,HadGEM2-AO,CMIP5,RCP45,West Coast South America,WSA,land,JJA,2085,
13908,0.27,1.95,HadGEM2-AO,CMIP5,RCP45,West Coast South America,WSA,land,MAM,2085,
13909,-0.12,2.04,HadGEM2-AO,CMIP5,RCP45,West Coast South America,WSA,land,SON,2085,
13910,0.34,5.67,HadGEM2-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,ANN,2085,
13911,0.21,7.42,HadGEM2-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,DJF,2085,
13912,0.36,2.83,HadGEM2-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,JJA,2085,
13913,0.34,6.51,HadGEM2-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,MAM,2085,
13914,0.45,5.94,HadGEM2-CC,CMIP5,RCP45,Alaska/NW Canada,ALA,land,SON,2085,
13915,-0.14,2.92,HadGEM2-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,ANN,2085,
13916,0.05,2.8,HadGEM2-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,DJF,2085,
13917,-0.01,2.83,HadGEM2-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,JJA,2085,
13918,-0.16,2.81,HadGEM2-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,MAM,2085,
13919,-0.46,3.23,HadGEM2-CC,CMIP5,RCP45,South America: Amazon,AMZ,land,SON,2085,
13920,0.17,2.5,HadGEM2-CC,CMIP5,RCP45,Central America,CAM,land,ANN,2085,
13921,0.04,2.52,HadGEM2-CC,CMIP5,RCP45,Central America,CAM,land,DJF,2085,
13922,0.01,2.45,HadGEM2-CC,CMIP5,RCP45,Central America,CAM,land,JJA,2085,
13923,0.32,2.52,HadGEM2-CC,CMIP5,RCP45,Central America,CAM,land,MAM,2085,
13924,0.32,2.51,HadGEM2-CC,CMIP5,RCP45,Central America,CAM,land,SON,2085,
13925,0.06,4.15,HadGEM2-CC,CMIP5,RCP45,Central Asia,CAS,land,ANN,2085,
13926,0.17,4.82,HadGEM2-CC,CMIP5,RCP45,Central Asia,CAS,land,DJF,2085,
13927,-0.04,4.29,HadGEM2-CC,CMIP5,RCP45,Central Asia,CAS,land,JJA,2085,
13928,0.15,3.95,HadGEM2-CC,CMIP5,RCP45,Central Asia,CAS,land,MAM,2085,
13929,-0.06,3.56,HadGEM2-CC,CMIP5,RCP45,Central Asia,CAS,land,SON,2085,
13930,0.06,3.82,HadGEM2-CC,CMIP5,RCP45,Central Europe,CEU,land,ANN,2085,
13931,0.45,4.18,HadGEM2-CC,CMIP5,RCP45,Central Europe,CEU,land,DJF,2085,
13932,-0.35,4.22,HadGEM2-CC,CMIP5,RCP45,Central Europe,CEU,land,JJA,2085,
13933,0.18,3.17,HadGEM2-CC,CMIP5,RCP45,Central Europe,CEU,land,MAM,2085,
13934,-0.05,3.72,HadGEM2-CC,CMIP5,RCP45,Central Europe,CEU,land,SON,2085,
13935,0.16,4.57,HadGEM2-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
13936,0.09,6.26,HadGEM2-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
13937,0.12,2.59,HadGEM2-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
13938,0.17,4.49,HadGEM2-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
13939,0.28,4.96,HadGEM2-CC,CMIP5,RCP45,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
13940,0.04,4.11,HadGEM2-CC,CMIP5,RCP45,Central North America,CNA,land,ANN,2085,
13941,0.26,3.98,HadGEM2-CC,CMIP5,RCP45,Central North America,CNA,land,DJF,2085,
13942,-0.29,4.29,HadGEM2-CC,CMIP5,RCP45,Central North America,CNA,land,JJA,2085,
13943,0.27,3.33,HadGEM2-CC,CMIP5,RCP45,Central North America,CNA,land,MAM,2085,
13944,-0.07,4.84,HadGEM2-CC,CMIP5,RCP45,Central North America,CNA,land,SON,2085,
13945,0.03,2.87,HadGEM2-CC,CMIP5,RCP45,East Africa,EAF,land,ANN,2085,
13946,0.48,2.75,HadGEM2-CC,CMIP5,RCP45,East Africa,EAF,land,DJF,2085,
13947,-0.18,2.95,HadGEM2-CC,CMIP5,RCP45,East Africa,EAF,land,JJA,2085,
13948,0.08,2.89,HadGEM2-CC,CMIP5,RCP45,East Africa,EAF,land,MAM,2085,
13949,-0.28,2.89,HadGEM2-CC,CMIP5,RCP45,East Africa,EAF,land,SON,2085,
13950,0.28,3.15,HadGEM2-CC,CMIP5,RCP45,Eastern Asia,EAS,land,ANN,2085,
13951,0.02,3.2,HadGEM2-CC,CMIP5,RCP45,Eastern Asia,EAS,land,DJF,2085,
13952,0.68,3.07,HadGEM2-CC,CMIP5,RCP45,Eastern Asia,EAS,land,JJA,2085,
13953,0.3,3.18,HadGEM2-CC,CMIP5,RCP45,Eastern Asia,EAS,land,MAM,2085,
13954,0.14,3.14,HadGEM2-CC,CMIP5,RCP45,Eastern Asia,EAS,land,SON,2085,
13955,0.19,3.14,HadGEM2-CC,CMIP5,RCP45,Eastern North America,ENA,land,ANN,2085,
13956,0.39,3.23,HadGEM2-CC,CMIP5,RCP45,Eastern North America,ENA,land,DJF,2085,
13957,-0.04,3.25,HadGEM2-CC,CMIP5,RCP45,Eastern North America,ENA,land,JJA,2085,
13958,0.27,2.77,HadGEM2-CC,CMIP5,RCP45,Eastern North America,ENA,land,MAM,2085,
13959,0.16,3.32,HadGEM2-CC,CMIP5,RCP45,Eastern North America,ENA,land,SON,2085,
13960,-0.05,3.32,HadGEM2-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,ANN,2085,
13961,0.09,3.05,HadGEM2-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,DJF,2085,
13962,-0.14,3.96,HadGEM2-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,JJA,2085,
13963,-0.16,2.93,HadGEM2-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,MAM,2085,
13964,0.02,3.35,HadGEM2-CC,CMIP5,RCP45,Southern Europe/Mediterranean,MED,land,SON,2085,
13965,0.32,5.62,HadGEM2-CC,CMIP5,RCP45,North Asia,NAS,land,ANN,2085,
13966,0.33,6.69,HadGEM2-CC,CMIP5,RCP45,North Asia,NAS,land,DJF,2085,
13967,0.21,4.29,HadGEM2-CC,CMIP5,RCP45,North Asia,NAS,land,JJA,2085,
13968,0.39,6.52,HadGEM2-CC,CMIP5,RCP45,North Asia,NAS,land,MAM,2085,
13969,0.35,4.98,HadGEM2-CC,CMIP5,RCP45,North Asia,NAS,land,SON,2085,
13970,-0.07,2.35,HadGEM2-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,ANN,2085,
13971,0.17,2.33,HadGEM2-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,DJF,2085,
13972,-0.05,2.19,HadGEM2-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,JJA,2085,
13973,-0.39,2.39,HadGEM2-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,MAM,2085,
13974,-0.01,2.48,HadGEM2-CC,CMIP5,RCP45,Australia/North Australia,NAU,land,SON,2085,
13975,0.3,2.58,HadGEM2-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,ANN,2085,
13976,1.17,2.35,HadGEM2-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,DJF,2085,
13977,-0.18,2.58,HadGEM2-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,JJA,2085,
13978,0.6,2.21,HadGEM2-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,MAM,2085,
13979,-0.39,3.15,HadGEM2-CC,CMIP5,RCP45,Northeast Brazil,NEB,land,SON,2085,
13980,0.17,4.03,HadGEM2-CC,CMIP5,RCP45,Northern Europe,NEU,land,ANN,2085,
13981,0.34,4.66,HadGEM2-CC,CMIP5,RCP45,Northern Europe,NEU,land,DJF,2085,
13982,-0.07,3.51,HadGEM2-CC,CMIP5,RCP45,Northern Europe,NEU,land,JJA,2085,
13983,0.23,3.87,HadGEM2-CC,CMIP5,RCP45,Northern Europe,NEU,land,MAM,2085,
13984,0.18,4.08,HadGEM2-CC,CMIP5,RCP45,Northern Europe,NEU,land,SON,2085,
13985,-0.1,2.16,HadGEM2-CC,CMIP5,RCP45,Southern Africa,SAF,land,ANN,2085,
13986,0.13,2.02,HadGEM2-CC,CMIP5,RCP45,Southern Africa,SAF,land,DJF,2085,
13987,-0.13,2.17,HadGEM2-CC,CMIP5,RCP45,Southern Africa,SAF,land,JJA,2085,
13988,-0.25,2.14,HadGEM2-CC,CMIP5,RCP45,Southern Africa,SAF,land,MAM,2085,
13989,-0.15,2.31,HadGEM2-CC,CMIP5,RCP45,Southern Africa,SAF,land,SON,2085,
13990,-0.01,3.33,HadGEM2-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,ANN,2085,
13991,-0.04,2.84,HadGEM2-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,DJF,2085,
13992,0.02,3.78,HadGEM2-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,JJA,2085,
13993,-0.02,3.06,HadGEM2-CC,CMIP5,RCP45,Africa: Sahara,SAH,land,MAM,2085,
